Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AdminLogin,Chrome 68.0.3440.106,,2018-09-05 17:18:09,2018-09-05 17:18:21,11.814s,PASSED
,,,,,,
Test Cases/CRM/URM/AdminLogin,Chrome 68.0.3440.106,,2018-09-05 17:18:10,2018-09-05 17:18:21,10.985s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-05 17:18:11,2018-09-05 17:18:14,3.881s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 17:18:14,2018-09-05 17:18:17,2.262s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-05 17:18:17,2018-09-05 17:18:18,1.174s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 17:18:18,2018-09-05 17:18:18,0.342s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-05 17:18:18,2018-09-05 17:18:19,0.394s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:18:19,2018-09-05 17:18:19,0.622s,PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-09-05 17:18:19,2018-09-05 17:18:19,0.086s,PASSED
waitForJQueryLoad,Chrome 68.0.3440.106,,2018-09-05 17:18:19,2018-09-05 17:18:19,0.070s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:18:19,2018-09-05 17:18:20,0.231s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:18:20,2018-09-05 17:18:20,0.170s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:18:20,2018-09-05 17:18:20,0.195s,PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-09-05 17:18:20,2018-09-05 17:18:20,0.019s,PASSED
waitForJQueryLoad,Chrome 68.0.3440.106,,2018-09-05 17:18:20,2018-09-05 17:18:20,0.033s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:18:20,2018-09-05 17:18:20,0.420s,PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-05 17:18:20,2018-09-05 17:18:21,0.697s,PASSED
