Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
StaffUserLogin,Chrome 68.0.3440.106,,2018-09-05 16:49:04,2018-09-05 16:49:49,45.246s,FAILED
,,,,,,
Test Cases/CRM/URM/StaffUserlogin,Chrome 68.0.3440.106,,2018-09-05 16:49:05,2018-09-05 16:49:49,43.697s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-05 16:49:05,2018-09-05 16:49:09,3.579s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 16:49:09,2018-09-05 16:49:13,4.209s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 16:49:13,2018-09-05 16:49:13,0.467s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-05 16:49:13,2018-09-05 16:49:14,0.401s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 16:49:14,2018-09-05 16:49:15,1.479s,PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-09-05 16:49:15,2018-09-05 16:49:15,0.074s,PASSED
waitForJQueryLoad,Chrome 68.0.3440.106,,2018-09-05 16:49:15,2018-09-05 16:49:15,0.080s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 16:49:15,2018-09-05 16:49:16,0.168s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 16:49:16,2018-09-05 16:49:16,0.186s,PASSED
takeScreenshot,Chrome 68.0.3440.106,,2018-09-05 16:49:16,2018-09-05 16:49:16,0.529s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 16:49:16,2018-09-05 16:49:49,32.197s,FAILED
