Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
StaffUserLogin,Chrome 68.0.3440.106,,2018-09-05 16:52:40,2018-09-05 16:53:24,43.717s,FAILED
,,,,,,
Test Cases/CRM/URM/StaffUserlogin,Chrome 68.0.3440.106,,2018-09-05 16:52:41,2018-09-05 16:53:23,42.452s,FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-05 16:52:41,2018-09-05 16:52:44,3.354s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 16:52:44,2018-09-05 16:52:46,1.909s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-05 16:52:46,2018-09-05 16:52:48,1.191s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 16:52:48,2018-09-05 16:52:48,0.424s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-05 16:52:48,2018-09-05 16:52:48,0.434s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 16:52:48,2018-09-05 16:52:50,1.739s,PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-09-05 16:52:50,2018-09-05 16:52:50,0.074s,PASSED
waitForJQueryLoad,Chrome 68.0.3440.106,,2018-09-05 16:52:50,2018-09-05 16:52:50,0.068s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 16:52:50,2018-09-05 16:52:50,0.168s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 16:52:50,2018-09-05 16:52:51,0.109s,PASSED
takeScreenshot,Chrome 68.0.3440.106,,2018-09-05 16:52:51,2018-09-05 16:52:51,0.560s,PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-09-05 16:52:51,2018-09-05 16:52:51,0.011s,PASSED
waitForJQueryLoad,Chrome 68.0.3440.106,,2018-09-05 16:52:51,2018-09-05 16:52:51,0.022s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 16:52:51,2018-09-05 16:53:23,32.106s,FAILED
