Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShipping,Chrome 67.0.3396.99,,2018-07-10 13:06:15,2018-07-10 13:07:07,52.031s,FAILED
,,,,,,
Test Cases/CRM/AddShipping,Chrome 67.0.3396.99,,2018-07-10 13:06:16,2018-07-10 13:07:06,50.294s,FAILED
openBrowser,Chrome 67.0.3396.99,,2018-07-10 13:06:17,2018-07-10 13:06:23,5.821s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-10 13:06:23,2018-07-10 13:06:28,5.714s,PASSED
maximizeWindow,Chrome 67.0.3396.99,,2018-07-10 13:06:28,2018-07-10 13:06:29,1.186s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-10 13:06:29,2018-07-10 13:06:30,0.432s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-10 13:06:30,2018-07-10 13:06:30,0.340s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 13:06:30,2018-07-10 13:06:32,1.984s,PASSED
takeScreenshot,Chrome 67.0.3396.99,,2018-07-10 13:06:32,2018-07-10 13:06:33,0.541s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 13:06:33,2018-07-10 13:06:33,0.167s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 13:06:33,2018-07-10 13:06:33,0.181s,PASSED
click,Chrome 67.0.3396.99,,2018-07-10 13:06:33,2018-07-10 13:06:34,0.985s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-10 13:06:34,2018-07-10 13:06:34,0.353s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-10 13:06:34,2018-07-10 13:06:35,0.241s,PASSED
selectOptionByValue,Chrome 67.0.3396.99,,2018-07-10 13:06:35,2018-07-10 13:07:06,31.789s,FAILED
