Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddWarehouse,Chrome 67.0.3396.99,,2018-07-16 19:44:09,2018-07-16 19:44:35,26.348s,PASSED
,,,,,,
Test Cases/CRM/AddWarehouse,Chrome 67.0.3396.99,,2018-07-16 19:44:10,2018-07-16 19:44:35,25.520s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-16 19:44:10,2018-07-16 19:44:15,5.053s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-16 19:44:15,2018-07-16 19:44:20,4.493s,PASSED
maximizeWindow,Chrome 67.0.3396.99,,2018-07-16 19:44:20,2018-07-16 19:44:21,1.191s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-16 19:44:21,2018-07-16 19:44:21,0.394s,PASSED
setEncryptedText,Chrome 67.0.3396.99,,2018-07-16 19:44:21,2018-07-16 19:44:22,0.440s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:22,2018-07-16 19:44:23,1.480s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:23,2018-07-16 19:44:23,0.156s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:23,2018-07-16 19:44:24,0.174s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:24,2018-07-16 19:44:24,0.549s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:24,2018-07-16 19:44:24,0.124s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:24,2018-07-16 19:44:24,0.152s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-16 19:44:24,2018-07-16 19:44:25,0.076s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-16 19:44:25,2018-07-16 19:44:25,0.574s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:25,2018-07-16 19:44:26,0.967s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-16 19:44:26,2018-07-16 19:44:26,0.034s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-16 19:44:26,2018-07-16 19:44:27,1.057s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:27,2018-07-16 19:44:28,0.491s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-16 19:44:28,2018-07-16 19:44:28,0.423s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-16 19:44:28,2018-07-16 19:44:29,1.046s,PASSED
selectOptionByValue,Chrome 67.0.3396.99,,2018-07-16 19:44:29,2018-07-16 19:44:30,0.756s,PASSED
selectOptionByValue,Chrome 67.0.3396.99,,2018-07-16 19:44:30,2018-07-16 19:44:30,0.315s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:30,2018-07-16 19:44:30,0.165s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-16 19:44:30,2018-07-16 19:44:30,0.015s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-16 19:44:30,2018-07-16 19:44:31,0.531s,PASSED
mouseOver,Chrome 67.0.3396.99,,2018-07-16 19:44:31,2018-07-16 19:44:31,0.186s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:31,2018-07-16 19:44:32,0.579s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-16 19:44:32,2018-07-16 19:44:32,0.019s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-16 19:44:32,2018-07-16 19:44:33,1.045s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:33,2018-07-16 19:44:33,0.366s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:33,2018-07-16 19:44:33,0.289s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:44:33,2018-07-16 19:44:34,0.910s,PASSED
closeBrowser,Chrome 67.0.3396.99,,2018-07-16 19:44:34,2018-07-16 19:44:35,0.845s,PASSED
