Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddZone,Chrome 67.0.3396.99,,2018-07-16 19:49:12,2018-07-16 19:49:31,18.889s,FAILED
,,,,,,
Test Cases/CRM/AddZone,Chrome 67.0.3396.99,,2018-07-16 19:49:13,2018-07-16 19:49:30,17.341s,FAILED
openBrowser,Chrome 67.0.3396.99,,2018-07-16 19:49:13,2018-07-16 19:49:17,3.736s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-16 19:49:17,2018-07-16 19:49:24,7.112s,PASSED
maximizeWindow,Chrome 67.0.3396.99,,2018-07-16 19:49:24,2018-07-16 19:49:25,1.164s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-16 19:49:25,2018-07-16 19:49:26,0.329s,PASSED
setEncryptedText,Chrome 67.0.3396.99,,2018-07-16 19:49:26,2018-07-16 19:49:26,0.428s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:49:26,2018-07-16 19:49:28,2.084s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-16 19:49:28,2018-07-16 19:49:28,0.105s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:49:28,2018-07-16 19:49:28,0.194s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:49:28,2018-07-16 19:49:29,0.224s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:49:29,2018-07-16 19:49:30,0.963s,PASSED
click,Chrome 67.0.3396.99,,2018-07-16 19:49:30,2018-07-16 19:49:30,0.397s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-16 19:49:30,2018-07-16 19:49:30,0.049s,FAILED
