Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddDriver,Chrome 67.0.3396.99,,2018-07-11 19:05:38,2018-07-11 19:06:01,22.691s,FAILED
,,,,,,
Test Cases/CRM/AddDriver,Chrome 67.0.3396.99,,2018-07-11 19:05:38,2018-07-11 19:06:00,21.383s,FAILED
openBrowser,Chrome 67.0.3396.99,,2018-07-11 19:05:39,2018-07-11 19:05:42,3.312s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-11 19:05:42,2018-07-11 19:05:46,3.657s,PASSED
maximizeWindow,Chrome 67.0.3396.99,,2018-07-11 19:05:46,2018-07-11 19:05:47,1.175s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-11 19:05:47,2018-07-11 19:05:48,0.495s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-11 19:05:48,2018-07-11 19:05:48,0.170s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:48,2018-07-11 19:05:49,1.476s,PASSED
takeScreenshot,Chrome 67.0.3396.99,,2018-07-11 19:05:49,2018-07-11 19:05:50,0.564s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:50,2018-07-11 19:05:50,0.127s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:50,2018-07-11 19:05:50,0.142s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:50,2018-07-11 19:05:51,1.264s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-11 19:05:51,2018-07-11 19:05:52,0.352s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-11 19:05:52,2018-07-11 19:05:52,0.188s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-11 19:05:52,2018-07-11 19:05:52,0.411s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:52,2018-07-11 19:05:52,0.143s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-11 19:05:52,2018-07-11 19:05:53,0.180s,PASSED
mouseOver,Chrome 67.0.3396.99,,2018-07-11 19:05:53,2018-07-11 19:05:53,0.221s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:53,2018-07-11 19:05:53,0.153s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-11 19:05:53,2018-07-11 19:05:53,0.017s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:53,2018-07-11 19:05:53,0.146s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:53,2018-07-11 19:05:53,0.174s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:53,2018-07-11 19:05:53,0.104s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:53,2018-07-11 19:05:54,0.078s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-11 19:05:54,2018-07-11 19:05:54,0.018s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:54,2018-07-11 19:05:54,0.142s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:54,2018-07-11 19:05:54,0.161s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:54,2018-07-11 19:05:54,0.185s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-11 19:05:54,2018-07-11 19:05:54,0.231s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-11 19:05:54,2018-07-11 19:05:55,0.217s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-11 19:05:55,2018-07-11 19:05:55,0.271s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:55,2018-07-11 19:05:55,0.116s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:55,2018-07-11 19:05:55,0.121s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:55,2018-07-11 19:05:55,0.158s,PASSED
mouseOver,Chrome 67.0.3396.99,,2018-07-11 19:05:55,2018-07-11 19:05:55,0.072s,PASSED
takeScreenshot,Chrome 67.0.3396.99,,2018-07-11 19:05:55,2018-07-11 19:05:56,0.354s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-11 19:05:56,2018-07-11 19:05:56,0.016s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:56,2018-07-11 19:05:57,1.054s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-11 19:05:57,2018-07-11 19:05:57,0.539s,PASSED
mouseOver,Chrome 67.0.3396.99,,2018-07-11 19:05:57,2018-07-11 19:05:57,0.074s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:57,2018-07-11 19:05:57,0.132s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-11 19:05:57,2018-07-11 19:05:59,1.556s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:59,2018-07-11 19:05:59,0.167s,PASSED
waitForJQueryLoad,Chrome 67.0.3396.99,,2018-07-11 19:05:59,2018-07-11 19:05:59,0.016s,PASSED
mouseOver,Chrome 67.0.3396.99,,2018-07-11 19:05:59,2018-07-11 19:05:59,0.068s,PASSED
click,Chrome 67.0.3396.99,,2018-07-11 19:05:59,2018-07-11 19:06:00,0.530s,FAILED
